uid,ds,seq
65,2020-01-04,"13,7,40,99,19,32,84,82,82,49,69,68,44,65,41,30,73,42,15,7,34,99,59,27,95,80,55,74,92,71,82,99,10,72,71,66,25,86,43,74,32,8,14,79,88,17,71,90,91,78,13,91,6,9,96,35,12,31,66,94,1,39,4,42,54,69,78,41,36,32,65,25,15,77,1,78,33,33,85,17,42,64,21,82,88,65,57,53,83,20,30,49,53"
65,2020-01-05,"77,63,77,63,9,80,79,49,69,6,3,59,38,25,15,20,85,92,97,98,76,59,38,61,72,11,26,81,31,7,78,53,38,83,44,84,99,51,93,95,34,72,85,19,36,35,46,65,69,41,26,40,8,79,30,61,96,76,65,22,97,28,84"
65,2020-01-06,"41,10,64,49,12,60,17,30,76,77,60,47"
65,2020-01-07,"69,5,87,98,13,19,95,25,51,43,54,61,40,55,79,46,13,50,70,66,24,74,2,30,2,38,29,100,85,25,60,88,17,56,43,86,67,52,73,72,40,90,43,32,65,55,59,92,43,91,66,3,48,73,56,62,78,57,38,23,85,8,32,50,12,54,53,79,59,67,57,68,46,53,25,5,62,66,4,55,95,29,2,20,54,6,52,26,5,3,70,43,19,64,17,37,79"
65,2020-01-08,"91,12,54,10,100,40,38,18,22,25,31,16,33,66,16,72,23,12,82,100,57,95,5,55,64,28"
65,2020-01-09,"64,62,13,9,61,89,46,94,12,60,64,51,36,70,14,65,83,44,88,65,88,54,18,10,44,60,13,81,6,23,73,7,40,72,6,75,89,72,92,12,72,85,74,96,1,33,40,60,6,20,44,77,29,25,54,45,24,11,3,71,59,95,56,38"
65,2020-01-10,"9,64,7,27,21,58,79,29,28,80,98"
66,2020-01-01,"19,71,70,13,16,30,50,14,60,7,51,86,50,78,23,22,8,34,28,67,95,46,28,54,3,5,44,18,24,89,93,12,67,100,6,24,73,84,84,58,46,79,53,70,79,19,19,81,16,52,97,21,41,5,65,42,90,99,41,86,33,53,34,18,76,42,24,98,8,59,97,35,1,99,100,2,1,5,55"
66,2020-01-02,"45,93,66,13,53,21,14,40,66,49,93,25,94,60,50,35,71,20,95,93,26,31,43,4,34,5,76,8,28,94,70,26,89,28,37,3,87,93,4,93,61,70,68,15,78,99,51,33,90,92,74,32,40,63,12,69,57,6,7,81,23"
66,2020-01-03,"51,55,83,94,35,45,3,34,17,10,98,15"
66,2020-01-04,"62,89,17,61,67,68,95,25,54,6,87,12,37,31,28,68,36,83,81,39,54,75,72,34,21,94,36,47,37,10,94,30,86,23,22,61,26,76,59,24,93,90,12,73"
66,2020-01-05,"95,97,85,9,83,43,89,14,20,10,68,66,59,50,14,21,21,17,61,1,48,9,44,5,45,73,13,99,52,56,57,66,57,37,24,61,88,14,40,56,95,99,66,86,51,29,99,36,73,2,28,9,29,40,80,85,98"
66,2020-01-06,"60,78,54,82,39,99,16,93,36,45,10,62,3,63,3,95,96,62,63,97,60,63,22,70,89"
66,2020-01-07,"84,85,72,46,86,55,60,56,6,88,46,15,56,19,32,30,19,78,64,74,68,40"
66,2020-01-08,"78,85,49,62,92,39,89,63,80,57,69,36,77,18,40,21,34,68,65,61,94,20,1,61,3,2,82,34,61,11,79,60,71,11,41,75,91,48,61,17,98,95,2,97,37,56,12,80,72,26,47,74,15,3,22,31,85,98,74,75,27,50,36,90"
66,2020-01-09,"31,36,98,68,66,33,3,71,30,26,69,70,11"
66,2020-01-10,"72,94,2,19,13,58,17,28,90,8,66,1,91,67,24,79,90,69,95,92,57,54,18,62,93,76,61,53,35,2,28,5,100,55,94,19,46,17,68,30,20,86,7,58,32,60,73,12,96"
67,2020-01-01,"56,25,10,93,33,45,52,87,47,57,64,100,26,29,3,62,22,3,6,36,5,85,20,58,87,30,13,14,31,36,94,94,98,43,42,62,63,8,22,44,52,69,91,45"
67,2020-01-02,"56,69,93,39,79,84,93,84"
67,2020-01-03,"15,70,3,14,84,87,78,81,71,11,63,45,43,30,57,14,96,30,36,13,87,39,98,98,16,42,26,3,84,47,44,16,89,84,77,11,54,45,60,52,48,30,15,99,34,89,33,98,86,6,91,40,34,18,61,78,89,97,49,41,6,4,68,94,34,10,61,36,49,12,68,100,6,39,56,57,90,25,16,96,21,33,29,56,94,26,19,43,49,63,36,74,23,91,24"
67,2020-01-04,"85,41,77,93,82,43,56,86,87,70,82,16,72,31,28,95,47,24,1,48,14,32,2,47,59,23,89,66,83,100,57,32,74,24,43,52,41,36,66,30,17,65,51,76,2,19,48,82,24,75,90,61,78,97,9,74,81,32,13,52,44,77,69,95,62,84,30,73,23,19,100,24,21"
67,2020-01-05,"12,35,19,91,69,30,32,77,48,89,64,75,31,14"
67,2020-01-06,"75,10,43,93,50,77,88,59,94,4,36,33,12,61,80,31,98,59,85,38,59,95,23,12,84,86,50,66,37,87,10,12,55,23,52,19,35,71,28,37,63,88,79,55,52,18,90,90,95,84,82,82,15,51,75,56"
67,2020-01-07,"96,14,61,50,27,92,28,85,35,86,27,53,70,80,16,56,57,77,75,37,29,69,36,70,55,52,23,72,78,68,45,78,69,36,3,47,32,21,33,22,27,48,34,15,47,19,50,76,87,66,100,69,87,66,39,92,23,11,32,44,80,6,46,25,7,43,39"
67,2020-01-08,"83,45,43,62,44,32,98,94,13,92,18,14,58,83,78,43,67,38,21,69,66,56,56,54,9,24,62,64,39,91,11,24"
67,2020-01-09,"60,23,20,64,88,24,63,37,32,28,66,2,14,28,21,70,55,90,72,11,23,82,98,63,29,74,89,44,74,22,3,3,55,13,43,19,67,23,26,37,14,87,92,67,62,70,64,1,1"
67,2020-01-10,"85,25,100,56,98,38,64,38,56,67,22,63,29,76,96,68,55,41,44,31,48,17,45,100,41,7,63,35,69,75,40,58,73,45,44,15,70,78,77,36,1,68,28,5,74,27,70,25,26,4,20,80,21,53,52,60,14,90,48,24,89,53"
68,2020-01-01,"47,73,74,73,24,28,28,25,71,94,56,29,11,37,1,36,28,85,94,47,15,4"
68,2020-01-02,"30,14,25,89,91,3,66,92,72,94,21,80,67,51,24,87,84,13,5,79,59,3,35,48,84,19,89,60,9,38,22,73,37,23,29,18,52,6,44,86,72,10,74,64,8,39,11,17,97,59,18,52,5,26,61,86,88,35,49,34,89,43,22,83,4,72,9,45,83,42,58,44,28,99,58,66"
68,2020-01-03,"100,49,66,25,26,51,16,36,11,50,98,35,32,12,94,69,15,36,71,24,38,33,30,34,52,18,98,62,6,46,93,21,21,97,50,74,26,29,41,62,65,2,91,30,64,77,34,78,59,21,91,59,32,35,56,78,78,3,26"
68,2020-01-04,"41,71,36,68,60,92,55,42,65,80,44,95,43,34"
68,2020-01-05,"70,16,30,79,75,92,99,49,95,60,14,67,93,62,4,100,40,56,56,99,5,59,51,9,94,21,4,1,78,17,23,4,63,36,79,19,94,18,81,26,100,55,50,75"
68,2020-01-06,"89,79,87,13,78,70,40,65,69,53,21,21,36,70,72,84,81,31,95,29,66,89,61,79,4,94,22,72,30,11,13,81,13,34,41,42,9,69,1,37,58,80,7,86,14,33,37,6,12,88,73,12,1,55,85,59,6,69,80,51,15,19,17,74,14,66,15,51,29,89,30,25,11,45,44,34,55,60,83,57,32,33,52,57,81,28,40,17,5,99,62,97,90,83,40,85,83,71,44,26"
68,2020-01-07,"25,82,48,64,86,20,93,55,57,66,6,74,51,10,88,45,73,68,71,42,62,45,88,24,50,75,86,58,26,53,82,17,49,68,21,8,14,71,42,95,7,8,58,97,54,95,94,99,19,33,96,70,53,66,37,29,93,8,98,10,23,66,52,64,97,97,83,98,7,55,12,38,21,19,39,30,3,43,68,45,60,66,26,37,5,10,20,51,52,28,81,53,63,23,93,16,7,94,57"
68,2020-01-08,"65,67,58,78,87,96,7,60,69,23,35,41,80,94,46,52,17,58,15,37,30,19,66,89,43,44,40,24,58,38,9,16,45,44,16,29,54,88,66,97,10,78,56,63,13,91,49,30,64,9,45,29,72,30,86,5,46,93,81"
68,2020-01-09,"83,21,90,14,96,11,42,3,61,82,4,46,59,1,31,44,32,83,90,48,78,61,56,13,64,34,32,80,42,85,30,83,23,58,24,17,36,13,45,39,18,25,55,91,1,18,75,100,19,74,58,97,61,98,67,72,82,11,58,81,67,70,53,63,45,62,10,15,18,7,12,36,4,62,83,38,25"
68,2020-01-10,"7,95,45,92,24,33"
69,2020-01-01,"52,100,48,62,34,91,2,54,56,72,76,52,100,57,67,10,83,35,52,89,76,69,99,42,93,76,97,21,57,7,25,34,48,16,56,8,25,53,99,26,57,17,32,46,95,9,6,97,29,60,28,59,94,34,87,40,8,78,90,19,87,1,42,76,91,48,77,11,53,25,66,96,28,98"
69,2020-01-02,"3,12,79,88,58,49,43,35,69,95,2,64,89,87,2,17,100,71,29,98,34,100,39,61,83,1,53,73,23,31,26,96,9,28,87,5,97,61,4,90,63,94,90,21,96,86,14,9,92,69,88,49,57,56,2,28,13,37,92,39,40,70,89,77,12,88,60,99,35,10,9,5,63,75,10"
69,2020-01-03,"68,11,63,54,71,60,23,100,86,94,74,26,56,17,66,35,38,7,12,72,82,55,1,27,35,8,12,56,83,28,89,22,45,12,41,88,29,83,39,25,78,48,5"
69,2020-01-04,"34,89,4,81,96,73,87,38,78,93,69,86,77,47,52,17,72,56,6,86,57,18,16,47,24,46,89,73,22,28,81,14,93,67,33,82,58,17,34,70,18,62,91,89,8,54,31,77,87,41,13,29"
69,2020-01-05,"78,77,49,1,85,84,12,69,24,46,97,9,32,12,62,84,2,49,18,29,42,46,23,8,75,35,2,32,69,79,97,1,79,77,70,88,82,8,63,67,33,64,23,52,55,53,70,74,48,73,3,91,48,12,25,24,46,73,52,93,1,73,35,50,57,49,81,24,42,57,39,17,83,69,48,15,5,45"
69,2020-01-06,"16,40,3,46,89,13,6,3,73,7,69"
69,2020-01-07,"39,19,1,67,20,80,38,34,59,98,49,22,20,46,33,68,39,29,66,45,64,28,48,78,40,6,88,44,54,75,40,72,75,97,99,19,83,83"
69,2020-01-08,"57,77,91,3,54,36,67,12,5,8,56,17,49,74,12,18,68,10,99,5,36,24,39,28,67,29,52,28,44,83,83,28,86,57,20,34,36,62,37,71,36,68,44,25,36,87,59,36,54,78,50,54,34,59,38,50,93,32,85,66,18,91,96,54,20,97,13,79,2,27,12,42,9,33,41,21,54,44,45,71,13,68,72,57,46,89,94,4,28,14,44,49,11,4,81,44"
69,2020-01-09,"48,19,46,52,21,35,57,43,74,75,43,50,85,67,19,45,32,1,10,29,40,90,30,76,3,27,67,65,49,25,62,57,40,32,21,94,92,42,36,89,96,39,74,14,77,17,40,57,19,4,49,10,19,56,63,29,39,56,66,99,35,93,14,79,87"
69,2020-01-10,"67,11"
70,2020-01-01,"71,40,15,54,94,2,45,62,35,24,40,5,43,5,92,76,60,19,49,83,12,22,41,73,18,20,6,49,38,51,98,71,28,30,77,45,83,61,30,88,93,58,40,50,15,31"
70,2020-01-02,"18,87"
70,2020-01-03,"38,45,30,45,35,57,39,31,47,38,17,2,1,15,77,57,14,66,57,48,10,79,46,8,21,39,61,90,6,75,30,95,53,6,45,84,13,13,39,22,86,93,77,85,15,49,49,65,65,36,27,22,46,53,66,26,12,59,72,27,52,79,94,89,42"
70,2020-01-04,"49,38,5,99,67,11,12,74,72,28,25,90,64,59,8,56,15,27,72,19,77,69,6,80,42,98,65,86,22,61,77,15"
70,2020-01-05,"5,56,9,9,52,61,38,22,43,2,55,26,85,46,32,28,9,72,30,72,25,58,43,2,67"
70,2020-01-06,"6,59,55,21,69,84,75,80,34,28,71,21,15,78,70,54,99,35,14,14,71,14,29,64,96,94,89,49,86,13,90,23,28,99,4,13,78,93,95,65,77,61,49,45,89,82,94,95,43,24"
70,2020-01-07,"79,38,68,4,47,32,99,35,54,23,11,100,34,62,54,59,77,4,66,31,38,45,47,37,56,75,27,83,57,45,98,1,43,68,62,2,5,72,58,84,37,84,83,6,14,21,88,23,38,29,18,14,21,2,84,98,36,61,8,4,3,2,71,74,35,60,3,56,91,35,28,95,41,48,8,86,81,91,58,77,37,90,55,82,71,91,84,14,89,83,30,91,36,32,73,44,57"
70,2020-01-08,"56,21,95,47,83,59,71,20,40,37,65,45,8,1,43,36,43,49,21,64,44,32,56,63,94,53,18,99,8,63,31,39,4,19,79,10,20,91,24,40,13,13,95,25,28,47,26,18,27,21,18,21,82,48,85,23,20,33,13,97,94,3,53,58,38,2,56,28,52,15,31,34,30,8,56,44,99,30,64,2,12,55,22,19,58,90,45,11,71,76,96,76,69,64,54,8"
70,2020-01-09,"62,59,74,67,7,32,100,19,35,47,90,1,15,99,25,41,3,8,55,92,26,41,11,7,4,56,37,72,92,24,70,13,43,79,55,35,84,23,85,88,94,44,95,11,66"
70,2020-01-10,"48,67,92,52,9,83,65,92,78,70,83,58,66,7,5,62,22,22,85,16,63,1"
71,2020-01-01,"6,7,76,85,57,91,14,44,28,87,20,49,14,16,58,68,100,99,80,29,26,17,63,23,27,72,23,98,2,9,99,45,13,41,19,6,4,58,97,6,94,76,14,74,9,6,24,97,92,33,72,44,86,33,11,95,83,52,26,99,8,20,3,25,52,53,55,50,92,89,22,65,58,69,22,84,35,8,34,1,82,51"
71,2020-01-02,"21,8,55,61,34,89,42,83,77,65,36,53,93,31,2,44,3,9,96,71,37,80,11"
71,2020-01-03,"42,41,60,64,48,18,48,35,53,36,99,40,1,38,67,43,36,89,22,82,92,85,43,60,63,5,84,2,43,62,68,14,15,78,40,27,84,22,81,64,81,35,24,98,47,69,18,62,58,49,26,25,71,4,3,37,31,88,2,9,99,21,95,9,62,47,97,73,93,51,98,80,53,86,88,25,51,88,72,93,72,11,89,95,1,51,95,85"
71,2020-01-04,"1,79,96,37,13,74,69,3,1,49,3,9,61,86,17,81,37,6,5,45,38,9,63,74,36,62,55,5,81,67,99,95,31,66,73,17,76,97,67,18,23,88,35,49,44,32,43,69,80,23,49,80,58,46,93,65,64,49,35,90"
71,2020-01-05,"10,74,30,25,87,60,8,16,79,26,33,20,84,9,95,79,47,91,32,75,58,64,70,3,62"
71,2020-01-06,"88,50,5,12,85,3,89,76,95,57,58,20,89,98,13,82,94,84,37,75,72,59,23,99,3,44,15,31,2,38,75,21,34,50,41,64,47,25,92,38,8,97,84,53,100,81,49,70,24,15,91,43,67,57,31,53,52,43,88,23,93,5,100,49,8,46,69,77,17,67,56,73,13,34,24,9,45,47,79,76,67,71,22,17,16,62,46,98,50,98,55,82,55,31,23,57,84,72,87"
71,2020-01-07,"93,25,26,40,87,58,32,50,12,87,77,22,2,31,23,25,55,63,37,99,43,2,45,14,51,88,53,69,9,80,94,34,15,100,96,77,3,65,69,39,57,87,13,84,79,81,90,82,40,13,58,86,21,2,21,22,79,47,77,30,2,47,53,47,2,94,71,41"
71,2020-01-08,"58,21,19,22,78,21,92,39,27,35,40,85,54,23,71,99,94,5,31,39,15,5,25,85,11,52,64,100,61,59,10,15,74,55,25,31,75,37,83,12,22,67,5,65,56,46,85,45,54,31,85,88,22,70,87,23,84"
71,2020-01-09,"36,58"
71,2020-01-10,"16,81,15,81,36,5,41,69,43,24,14,65,64,61,87,25,44,37,66,72,51,22,29,54,37,23,71,2,33,48,49,23,31,16,63,42,47,21"
72,2020-01-01,"65,28,49,57,43,40,82,68,76,54,90,59,43,23,10,50,81,69,94,3,67,27,33,82,56,27,16,14,74,58,47,35,27,14,25,92,30,23,79,60,91,86,32,6,32,12,72,83,18,81,41,93,59,37,92,86,37,22,46,96,59,29,78,22,89,7,97,5,87,49,29,84,13,58,81,49,10,22,6,8,19,2,78,1,5"
72,2020-01-02,"90,19,39,93,31,23,35,15,99,85,69,86,9,82,92,61,4,1,13,44,30,85,36,50,82,7,76,83,70,64,15,59,29,61,62,37,83,38,91,80,44,69"
72,2020-01-03,"36,13,68,5,24,48,35,58,45,25,61,84,34,58,25,95,18,82,38,68,23,38,17,37,8,2,66,2,5,99,21,45,91,16,66,7,66,1,17,75,47,72"
72,2020-01-04,"39,8,40,46,6,66,29,59,19,22,76,87,48,36,65,92,16,97,17,65,90,50,71,99,56,70,13,19,18,7,44,10,45,81,71,82,90,84,20,33,47,26,96,23,72,40,7,38,6,73,28,34,69,100,82,82,60,8,75,20,10,64,99,2,50,85,6,15,61,10,22,1,62,66,1,9,34,14,22,95,63,8,90,9,12,27,72,94,52,78,90,100,61,47,3,45,1,95"
72,2020-01-05,"18,18,92,8,50,31,45,78,80,98,37,65,14,15,68,47,42,11,62,86,17,42,10,92,63,61,32,85,9,69,61,67,71"
72,2020-01-06,"19,86,97,38,13,78,80,13,58,42,32,93,57,92,91,83,4,92,25,11,43,76,11,63,24,34,57,65,98,20,53,69,89,34,98,39,10,30,26,77,25,39,30,66,18,92,78,84,90,84,39,82,14,55,16,8,59,28,84,89"
72,2020-01-07,"73,40,26,17,60,65,20,32,55,67,54,38,13,77,91,88,92,9,97,71,22,76,77,35,9,27,36,12,37,55,18,96,54,92,100,15,22,99,16,60,46,42,32,67,29,1,36,32,47,43,96,62,57,25,30,28,88,51,35,59,91,84,72,68,10,7,35,86,75,59,63,58,93,71,65,31"
72,2020-01-08,"97,80,2,78,20,2,29,47,75,39,74,25,4,15,90,41,6,2,86,66,40,26,22,87,97,93,3,29,17,88,67,47,43,79,15,24,98,35,25,63,1,33,46,3,11,66,32,85,25,70,76,99,6,81,47,90,58,33"
72,2020-01-09,"44,74,69,64,46,16,80,80,87,17,60,84,29,56,78,38,94,39,49,14,84,7,48,54,88,76,93,51"
72,2020-01-10,"14,7,31,42,94,1,26,63,60,13,42,31,3,79,92,97,19,79,48,53,89,36,66,13,75,2,66,73,73,46,68,50,31,18,47,27,22,50,42,27,64,32"
73,2020-01-01,"39,10,25,66,15,49,9,36,73,14,15,50,63,36,94,3,41,13,20,77,30,21,27,96,90,93,12,5,52,90,77,2,43,69,20,55,74,7,66,81,26,62,64,38,47,4,69,30,17,5,85,62,85,26,79,34,12,12,46,98,49,17,16,27,38,74,58,90,99"
73,2020-01-02,"74,77,68,66,4,95,73,99,100,83,44,3,42,23,3,3,26,59,18,17,31,35,94,2,46,100,81,28,10,65,22,67,94,91,92,47,32,41,95,76,87,94,24,51,54,93,39,63,41,2,40,50,67,26,71,48,74,32,77,94,68,79,69,93,75,82,58,77,4,25,53,20,88,50,100,71,33,77,23,88,15,43,96,91,100,31,41,15,34,48,6"
73,2020-01-03,"71,11,81,94,35,24,95,96,28,27,11,74,62,92,87,10,78,48,65,63,5,91,58,21,22,95,11,100,6,84,65,47,97,82,18,60,81,94,51,44,26,3,51,95,25,43,12,100,74,92,15,58,32,27,56,54,54,35,92,80"
73,2020-01-04,"48,17,55,77,89,35,87,30,24,85,74,44,78,65,84,57,7,29,96,86,23,10,60,95,71,42,76,90,66,54,3,12,92,36,54,47,11,67,86,47,55,22,98,30,13,33,11,52,66,13,24,30,100,74,100,88,74,36,70,14,32,21,20,95,47,25,30,78,44,48,16,77,85,29,81,38,41,81,19,41,71,92,14,25,31,44"
73,2020-01-05,"60,18,48,97,74,64,48,37,41,43,12,12,8,63,95,49,24,23,12,46,73,15,86,69,60,34,34,100,27,100,31,46,97,14,43,52,55,27,19,52,73,28,54,32,5,92,89,30,89,70,89,38,20,14,50,74,68,58,23,6,16,32,73,15,21,45,42,30,96,41,46,52,52,74,10,65,4,96,36,77,72,49,44,72,67,76,53,8,88,53,15,44,2,79,3,78,50"
73,2020-01-06,"78,47,68,23,46,30,28,21,66,96,59,44,7,62,30,97,65,79,4,49,54,2,19,55,3,83,94,59,26,52,3,77,33,77,67,82,2,83,34,27,59,83,58,22,75"
73,2020-01-07,"69,90,94,30,33,19,31,80,34,26,32,27,81,59,61,94,56,16,22,13,73,95"
73,2020-01-08,"73,95,33,1,26,44,42,28,27,26,3,64,91,77,12,39"
73,2020-01-09,"27,30,7,50,44,28,87,1,51,65,69,73,7,72,76,33,19,40,45,66,38,19,96,78,62,16,98,37,21,9,34,2,12,2,12,56,84,54,22,100,17,1,3,14"
73,2020-01-10,"19,55,82,12,41,51,30,89,23,83,4,100,70,82"
74,2020-01-01,"76,44,60"
74,2020-01-02,"95,38,52,25,59,82,65,55,61,68,47,95,43,80,30,19,45,84,100,53"
74,2020-01-03,"30,68,49,17,74,59,60,96,38,91,95,41,76,100,45,73,75,15,11,27,5,77,23,3,63,54,55,30,11,76,36,5,86,23,83,12,71,4,17,42,23,63,22,75,44,82,50,49,7,49,39,95,12,98,81,86,37,4,64,11,63,58,23,85,33,3,45,7,72,88,83,24,28"
74,2020-01-04,"50,50,73,34,98,74"
74,2020-01-05,"59,26,50,40,73,17,78,36,12,92,28,12,22,85,29,64,56,59,73,99,81,46,80,6,47,32,85,85,24,71,3,80,31,49,96,37,100,57,70,33,23,40,78,40,65,23,11,2,21,100,59,22,35,10,7,70,43,72,35,6,52,88,25,4,16,52,95,74,2,54,17,90,10,99,65,49,82,70,98"
74,2020-01-06,"31,22,8,68,92,8,28,39,5,74,29,35,17,61,61,81,18,51,52,3,94,49,82,98,55,62,35,81,14,48,11,40,70,83,71,77,75,95,34,85,19,32,64,26,72,24,3,7,66,71,2,60,84,99,23,5,51,4,69,48,19,52,39,69,75,57,71,51,8,37,61,18,20,86,89,4,86,45,48,77,72,19,59"
74,2020-01-07,"67,76,48,18,91,43,21,74,63,62,92,35,57,74,93,11,52,30,69,51,51,73,31,16,25,16,52,2,43,55,95,72,93,70,41,7,91,83,86,76,81,41,37,8,24,37,59,85,49,74,36,15,8,11,8,99,67,85,5,31,12,36,43,20,85,73,60,6,51,83,18,34,35,93,61,23"
74,2020-01-08,"12,72,91,80,26,70,100,56,97,40,38,81,68,50,47,35,23,14,54,53,84,50,11,69,98,16,61,19,5,74,24,16,41,19,52,74,67,8,33,10,40,95,65,25,58,32,99,51,34,25,4,98,84,35"
74,2020-01-09,"81,46,26,49,93,9,14,43,93,32,57,87,16,89,15,93,92,15,99,32,43,35,67,91,5,19,71,84,35,97,21,82,79,8,80,29,4,86,14,97,35,77,65,70,26,55,28,24,95,48,61,79,56,35,62,6,78,8,76,67,96,29,59,93,45,70,15,28,76,74,14,54,69,100,14,39,10,19,4,47,95,28,41,15,88,57,14,44,51,21,92,26,53,72,79,79,7,45"
74,2020-01-10,"93,92,46,21,73,83,60"
75,2020-01-01,"6,47,90,27,69,57,42,13,72,93,93,71,34,13,7,10,29,45,59,24,21,24,71,55,94,54,38,21,15,23,83,65,27,58,100,37,26,7,31,95,24,78,14,58,98,35,66,94,62,96,97,61,28,15,60,82,43,68,59,74,36,13,93,5,24,58,15,97,27,30,99,68,12,57,31,91,56,18,81,4,19,95,38,100,29,73,91,92,43,41,31"
75,2020-01-02,"21,65,82,42,74,92,49,32,23,48,17,51,31,98,53,38,88,6,2,1,2,3,30,40,79,18,91,90,46,77,35,55,23,49,47,23,15,38,3,9,63,79,9,52,60,53,58,12,21,67"
75,2020-01-03,"99,98,52,68,58,43"
75,2020-01-04,12
75,2020-01-05,"47,75,99,95,31,44,94,43,48,52,25,56,67,90,81,6,27,10,9,91,76,15,36,36,33,9,19,41,67,32,75,35,84,68,74,57,100,20,69,41,45,67,51,90,89,59,29,43,98,43,79,40,57,76,79,55,95,10,84,92,82,95,7,81,71,50,38,36,59,74,42,29,44"
75,2020-01-06,"77,76,47,76,16,55,97,66,51,65,81,92,17,87,14"
75,2020-01-07,"28,19,27,66,35,35,7,65,81,8,99,83,77"
75,2020-01-08,"81,79,99,19,69,65,45,1,90,20,66,73,49,19,17,66,38,8,53,61,74,13,10,35,65,54,56,63,41,39,24,3,82,51,70,50,65,68,54,38,51,23,77,33,82,21,7,11,61,67,90,39,49,97,54,79"
75,2020-01-09,"84,77,7,37,10,23,77,98,58,99,88,58,66,90,55,3,8,30,24,61,21,58,48,69,97,72,95,25,3,81,48,72,79,25,75,30,40,39,78,42,41,27,15,63,79,45,94,74,9,57,31,87,55,25,34,91,1,28,70,29,83,20,54,1,88,92,65,76,50,76,30,66,61,76,36,54,88,3,83,55,63,17,68,72,30,98,47,97,81,12,73,26,11,12,45,80,68,80"
75,2020-01-10,"65,66,1,61,68,30,63,16,27,27,2,65,12,14,62,97,21,95,68,60,97,75,79,92,12,12,98,94,39,5,45,67,71,48,13,3,1,29,61,61,93,23,39,44,96,54,29,8,62"
76,2020-01-01,"18,33,23,17,30,65,62,37,9,1,45,19"
76,2020-01-02,"15,5,53,83,9,14,56,75,47,1,5,19,94,56,98,8,6,51,8,10,12,70,43,66,95,57,18,3,87,69,68,73,53,78,37,52,33,51,23,11,96,21,47,34,83,43,21,6,34,30,24,97,73,74,30,97,33,9,13,45,50,81,53,17,45,4,95,5,71,61,42,7,3,13,82,89,83,74,65,41,11,91,30,32"
76,2020-01-03,"19,94,36,10,97"
76,2020-01-04,"77,13,7,49,27,52,60,81,87,100,17,63,56,20,44,79,100,17,65,19,34,84,72,100,24,72,26,58,97,97,97,50,81"
76,2020-01-05,"78,81"
76,2020-01-06,"25,56,1,35,42,83,17,96,38,18,23,93,69,95,85,85,50,71,41,54,95,56,61,32,99,42,62,90,71,28,53,58,24,13,55,16,15,78,22,50,95,12,17,91,23,62,21,85,87,96,37,15,93,30,6,81,26,22,78,59,13,67,92,24,38,29,35,33"
76,2020-01-07,"68,63,94,89,32,30,11,14,22,13,35,44,39,86,23,20,27,91,28,66,84,58,64,54,66,70"
76,2020-01-08,"80,67,64,27,53,37,93,28,41,67,82,11,7,48,32,57,52,96"
76,2020-01-09,"62,48,78,9,91,12,32,34,17,23,35,16,67"
76,2020-01-10,"9,11,74,65,78"
77,2020-01-01,"68,49,34,27,48,26,91,53,29,61,99,92,83,41,25,98,19,61,28,29,45,4,93,59,59,66,44,31,98,17,88,22,49,71,98,5,62,4,6,100"
77,2020-01-02,"34,51,16,30,86,39,2,10,3,52,30,51,46,40,7,57,61,64,61,7,74,77,93,63,16,67,23,92,57,99,3,63,77,88,90,11,23,19,15,24,7,65,100,50,93,16,54,47,92,37,39,52,60,99,48,11,90,69,30,83,31,84,77,42"
77,2020-01-03,"95,9,95,86,46,7,72,82,53,73,13,23,48,12,77,89,18,27,99,42,37,38,38,36,19,50,38,29,52,18,83,47,61,13,8,79,60,1,75,77,54,43,63,92,50,16,90,87,41,2,65,90,80,42,92,5,31,9,69,20,16,1,79,95,95,39,5,93,55,64,49,4,46,95,72,22"
77,2020-01-04,"13,76,18,84,22,10,12,50,41,47,79,87,90,74,87,37,82,95,77,92,44,19,28,99,31,74,61,1,37,26,34,33,13,8,32,53,87,16,66,95,79,63,69,33,93,21,67,68,7,9,32,99,43,46,95,41,46,92,98,3,88,80,42,41,34,29,18,40,43,19,32,19,54,27,27,69,27,36,69,73,28,67,86,100,55,96,74"
77,2020-01-05,"84,24,67,71,15,93,67,90,24,11,76,51,20,44,99,93,25,55,98,69,38,81,59,62,29,22,9,49,74,98,59,71,87,77,49,47,30,70,26"
77,2020-01-06,"100,42,42,60,5,91,98,28,81,21,40,52,63,39,47,51,27,19,16,54,30,74,77,48,49,17,13,24,95,32,9,26,64,94,50,68,94,26,65,12,24,22,25,68,80,45,78,58,77,58,32,76,20,3,10,30,94,66,78,26,89,50,36,66,97,100,28,9,36,14,29,66"
77,2020-01-07,"31,77,28,98,68,96,52,51,40,87,79,58,1,74,88,94,5,55,45,19,19,59,100,87,5,36,62,90,81,62,15,53,23,33,98,7,9,28,99,84,41,9"
77,2020-01-08,"64,33,39,1,6,55,5,1,56,84,6,19,13,17,14,61,13,93,14,24,15"
77,2020-01-09,"88,18,75,53,30,86,77,6,62,74,49,77,70,25,13,10,29,53,57,83,4,80,51,22,99,45,8,9"
77,2020-01-10,"27,37,22,46,67,18,68,33,2,53,82,59,15,15,89,36,32,41,75,4,77,18,81,69,71,31,29,52,5,82,5,70,11,24,8,85,31,10,1,23,53,92,85,58,71,81,34,30,11,45,55,13,94,24,52,17,80,90,33,2,98,14,26,57,20,71,12,5,85,47,5,99,30,46,46,88,74,29,62,60,93,55,6,74,11,47,99,39,16"
